varname,varlabel,vartype,keep,is_factor,discretize,brr,round,type,restricted,reserve
W3W1SCITCH019,W3W1STUB BRR Weight for Replicate 19,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH020,W3W1STUB BRR Weight for Replicate 20,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH021,W3W1STUB BRR Weight for Replicate 21,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH022,W3W1STUB BRR Weight for Replicate 22,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH023,W3W1STUB BRR Weight for Replicate 23,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH024,W3W1STUB BRR Weight for Replicate 24,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH025,W3W1STUB BRR Weight for Replicate 25,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH026,W3W1STUB BRR Weight for Replicate 26,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH027,W3W1STUB BRR Weight for Replicate 27,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH028,W3W1STUB BRR Weight for Replicate 28,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH029,W3W1STUB BRR Weight for Replicate 29,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH030,W3W1STUB BRR Weight for Replicate 30,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH031,W3W1STUB BRR Weight for Replicate 31,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH032,W3W1STUB BRR Weight for Replicate 32,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH033,W3W1STUB BRR Weight for Replicate 33,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH034,W3W1STUB BRR Weight for Replicate 34,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH035,W3W1STUB BRR Weight for Replicate 35,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH036,W3W1STUB BRR Weight for Replicate 36,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH037,W3W1STUB BRR Weight for Replicate 37,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH038,W3W1STUB BRR Weight for Replicate 38,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH039,W3W1STUB BRR Weight for Replicate 39,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH040,W3W1STUB BRR Weight for Replicate 40,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH041,W3W1STUB BRR Weight for Replicate 41,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH042,W3W1STUB BRR Weight for Replicate 42,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH043,W3W1STUB BRR Weight for Replicate 43,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH044,W3W1STUB BRR Weight for Replicate 44,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH045,W3W1STUB BRR Weight for Replicate 45,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH046,W3W1STUB BRR Weight for Replicate 46,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH047,W3W1STUB BRR Weight for Replicate 47,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH048,W3W1STUB BRR Weight for Replicate 48,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH049,W3W1STUB BRR Weight for Replicate 49,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH050,W3W1STUB BRR Weight for Replicate 50,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH051,W3W1STUB BRR Weight for Replicate 51,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH052,W3W1STUB BRR Weight for Replicate 52,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH053,W3W1STUB BRR Weight for Replicate 53,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH054,W3W1STUB BRR Weight for Replicate 54,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH055,W3W1STUB BRR Weight for Replicate 55,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH056,W3W1STUB BRR Weight for Replicate 56,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH057,W3W1STUB BRR Weight for Replicate 57,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH058,W3W1STUB BRR Weight for Replicate 58,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH059,W3W1STUB BRR Weight for Replicate 59,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH060,W3W1STUB BRR Weight for Replicate 60,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH061,W3W1STUB BRR Weight for Replicate 61,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH062,W3W1STUB BRR Weight for Replicate 62,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH063,W3W1STUB BRR Weight for Replicate 63,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH064,W3W1STUB BRR Weight for Replicate 64,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH065,W3W1STUB BRR Weight for Replicate 65,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH066,W3W1STUB BRR Weight for Replicate 66,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH067,W3W1STUB BRR Weight for Replicate 67,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH068,W3W1STUB BRR Weight for Replicate 68,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH069,W3W1STUB BRR Weight for Replicate 69,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH070,W3W1STUB BRR Weight for Replicate 70,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH071,W3W1STUB BRR Weight for Replicate 71,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH072,W3W1STUB BRR Weight for Replicate 72,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH073,W3W1STUB BRR Weight for Replicate 73,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH074,W3W1STUB BRR Weight for Replicate 74,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH075,W3W1STUB BRR Weight for Replicate 75,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH076,W3W1STUB BRR Weight for Replicate 76,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH077,W3W1STUB BRR Weight for Replicate 77,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH078,W3W1STUB BRR Weight for Replicate 78,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH079,W3W1STUB BRR Weight for Replicate 79,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH080,W3W1STUB BRR Weight for Replicate 80,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH081,W3W1STUB BRR Weight for Replicate 81,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH082,W3W1STUB BRR Weight for Replicate 82,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH083,W3W1STUB BRR Weight for Replicate 83,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH084,W3W1STUB BRR Weight for Replicate 84,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH085,W3W1STUB BRR Weight for Replicate 85,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH086,W3W1STUB BRR Weight for Replicate 86,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH087,W3W1STUB BRR Weight for Replicate 87,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH088,W3W1STUB BRR Weight for Replicate 88,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH089,W3W1STUB BRR Weight for Replicate 89,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH090,W3W1STUB BRR Weight for Replicate 90,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH091,W3W1STUB BRR Weight for Replicate 91,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH092,W3W1STUB BRR Weight for Replicate 92,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH093,W3W1STUB BRR Weight for Replicate 93,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH094,W3W1STUB BRR Weight for Replicate 94,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH095,W3W1STUB BRR Weight for Replicate 95,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH096,W3W1STUB BRR Weight for Replicate 96,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH097,W3W1STUB BRR Weight for Replicate 97,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH098,W3W1STUB BRR Weight for Replicate 98,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH099,W3W1STUB BRR Weight for Replicate 99,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH100,W3W1STUB BRR Weight for Replicate 100,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH101,W3W1STUB BRR Weight for Replicate 101,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH102,W3W1STUB BRR Weight for Replicate 102,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH103,W3W1STUB BRR Weight for Replicate 103,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH104,W3W1STUB BRR Weight for Replicate 104,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH105,W3W1STUB BRR Weight for Replicate 105,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH106,W3W1STUB BRR Weight for Replicate 106,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH107,W3W1STUB BRR Weight for Replicate 107,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH108,W3W1STUB BRR Weight for Replicate 108,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH109,W3W1STUB BRR Weight for Replicate 109,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH110,W3W1STUB BRR Weight for Replicate 110,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH111,W3W1STUB BRR Weight for Replicate 111,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH112,W3W1STUB BRR Weight for Replicate 112,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH113,W3W1STUB BRR Weight for Replicate 113,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH114,W3W1STUB BRR Weight for Replicate 114,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH115,W3W1STUB BRR Weight for Replicate 115,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH116,W3W1STUB BRR Weight for Replicate 116,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH117,W3W1STUB BRR Weight for Replicate 117,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH118,W3W1STUB BRR Weight for Replicate 118,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH119,W3W1STUB BRR Weight for Replicate 119,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH120,W3W1STUB BRR Weight for Replicate 120,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH121,W3W1STUB BRR Weight for Replicate 121,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH122,W3W1STUB BRR Weight for Replicate 122,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH123,W3W1STUB BRR Weight for Replicate 123,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH124,W3W1STUB BRR Weight for Replicate 124,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH125,W3W1STUB BRR Weight for Replicate 125,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH126,W3W1STUB BRR Weight for Replicate 126,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH127,W3W1STUB BRR Weight for Replicate 127,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH128,W3W1STUB BRR Weight for Replicate 128,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH129,W3W1STUB BRR Weight for Replicate 129,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH130,W3W1STUB BRR Weight for Replicate 130,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH131,W3W1STUB BRR Weight for Replicate 131,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH132,W3W1STUB BRR Weight for Replicate 132,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH133,W3W1STUB BRR Weight for Replicate 133,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH134,W3W1STUB BRR Weight for Replicate 134,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH135,W3W1STUB BRR Weight for Replicate 135,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH136,W3W1STUB BRR Weight for Replicate 136,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH137,W3W1STUB BRR Weight for Replicate 137,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH138,W3W1STUB BRR Weight for Replicate 138,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH139,W3W1STUB BRR Weight for Replicate 139,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH140,W3W1STUB BRR Weight for Replicate 140,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH141,W3W1STUB BRR Weight for Replicate 141,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH142,W3W1STUB BRR Weight for Replicate 142,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH143,W3W1STUB BRR Weight for Replicate 143,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH144,W3W1STUB BRR Weight for Replicate 144,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH145,W3W1STUB BRR Weight for Replicate 145,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH146,W3W1STUB BRR Weight for Replicate 146,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH147,W3W1STUB BRR Weight for Replicate 147,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH148,W3W1STUB BRR Weight for Replicate 148,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH149,W3W1STUB BRR Weight for Replicate 149,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH150,W3W1STUB BRR Weight for Replicate 150,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH151,W3W1STUB BRR Weight for Replicate 151,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH152,W3W1STUB BRR Weight for Replicate 152,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH153,W3W1STUB BRR Weight for Replicate 153,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH154,W3W1STUB BRR Weight for Replicate 154,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH155,W3W1STUB BRR Weight for Replicate 155,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH156,W3W1STUB BRR Weight for Replicate 156,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH157,W3W1STUB BRR Weight for Replicate 157,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH158,W3W1STUB BRR Weight for Replicate 158,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH159,W3W1STUB BRR Weight for Replicate 159,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH160,W3W1STUB BRR Weight for Replicate 160,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH161,W3W1STUB BRR Weight for Replicate 161,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH162,W3W1STUB BRR Weight for Replicate 162,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH163,W3W1STUB BRR Weight for Replicate 163,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH164,W3W1STUB BRR Weight for Replicate 164,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH165,W3W1STUB BRR Weight for Replicate 165,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH166,W3W1STUB BRR Weight for Replicate 166,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH167,W3W1STUB BRR Weight for Replicate 167,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH168,W3W1STUB BRR Weight for Replicate 168,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH169,W3W1STUB BRR Weight for Replicate 169,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH170,W3W1STUB BRR Weight for Replicate 170,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH171,W3W1STUB BRR Weight for Replicate 171,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH172,W3W1STUB BRR Weight for Replicate 172,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH173,W3W1STUB BRR Weight for Replicate 173,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH174,W3W1STUB BRR Weight for Replicate 174,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH175,W3W1STUB BRR Weight for Replicate 175,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH176,W3W1STUB BRR Weight for Replicate 176,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH177,W3W1STUB BRR Weight for Replicate 177,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH178,W3W1STUB BRR Weight for Replicate 178,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH179,W3W1STUB BRR Weight for Replicate 179,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH180,W3W1STUB BRR Weight for Replicate 180,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH181,W3W1STUB BRR Weight for Replicate 181,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH182,W3W1STUB BRR Weight for Replicate 182,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH183,W3W1STUB BRR Weight for Replicate 183,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH184,W3W1STUB BRR Weight for Replicate 184,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH185,W3W1STUB BRR Weight for Replicate 185,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH186,W3W1STUB BRR Weight for Replicate 186,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH187,W3W1STUB BRR Weight for Replicate 187,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH188,W3W1STUB BRR Weight for Replicate 188,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH189,W3W1STUB BRR Weight for Replicate 189,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH190,W3W1STUB BRR Weight for Replicate 190,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH191,W3W1STUB BRR Weight for Replicate 191,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH192,W3W1STUB BRR Weight for Replicate 192,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH193,W3W1STUB BRR Weight for Replicate 193,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH194,W3W1STUB BRR Weight for Replicate 194,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH195,W3W1STUB BRR Weight for Replicate 195,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH196,W3W1STUB BRR Weight for Replicate 196,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH197,W3W1STUB BRR Weight for Replicate 197,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH198,W3W1STUB BRR Weight for Replicate 198,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH199,W3W1STUB BRR Weight for Replicate 199,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W3W1SCITCH200,W3W1STUB BRR Weight for Replicate 200,U13 stu-BY sci level BRR weights,0,0,0,1,U13,W3,0,
W4STUDENT001,W4STUDENT BRR Weight for Replicate 1,F2 student level BRR weights,0,0,0,1,F2,W4,0,
W4STUDENT002,W4STUDENT BRR Weight for Replicate 2,F2 student level BRR weights,0,0,0,1,F2,W4,0,
W4STUDENT003,W4STUDENT BRR Weight for Replicate 3,F2 student level BRR weights,0,0,0,1,F2,W4,0,
W4STUDENT004,W4STUDENT BRR Weight for Replicate 4,F2 student level BRR weights,0,0,0,1,F2,W4,0,
W4STUDENT005,W4STUDENT BRR Weight for Replicate 5,F2 student level BRR weights,0,0,0,1,F2,W4,0,
W4STUDENT006,W4STUDENT BRR Weight for Replicate 6,F2 student level BRR weights,0,0,0,1,F2,W4,0,
W4STUDENT007,W4STUDENT BRR Weight for Replicate 7,F2 student level BRR weights,0,0,0,1,F2,W4,0,
W4STUDENT008,W4STUDENT BRR Weight for Replicate 8,F2 student level BRR weights,0,0,0,1,F2,W4,0,
W4STUDENT009,W4STUDENT BRR Weight for Replicate 9,F2 student level BRR weights,0,0,0,1,F2,W4,0,
W4STUDENT010,W4STUDENT BRR Weight for Replicate 10,F2 student level BRR weights,0,0,0,1,F2,W4,0,
W4STUDENT011,W4STUDENT BRR Weight for Replicate 11,F2 student level BRR weights,0,0,0,1,F2,W4,0,
W4STUDENT012,W4STUDENT BRR Weight for Replicate 12,F2 student level BRR weights,0,0,0,1,F2,W4,0,
W4STUDENT013,W4STUDENT BRR Weight for Replicate 13,F2 student level BRR weights,0,0,0,1,F2,W4,0,
W4STUDENT014,W4STUDENT BRR Weight for Replicate 14,F2 student level BRR weights,0,0,0,1,F2,W4,0,
W4STUDENT015,W4STUDENT BRR Weight for Replicate 15,F2 student level BRR weights,0,0,0,1,F2,W4,0,
W4STUDENT016,W4STUDENT BRR Weight for Replicate 16,F2 student level BRR weights,0,0,0,1,F2,W4,0,
W4STUDENT017,W4STUDENT BRR Weight for Replicate 17,F2 student level BRR weights,0,0,0,1,F2,W4,0,
W4STUDENT018,W4STUDENT BRR Weight for Replicate 18,F2 student level BRR weights,0,0,0,1,F2,W4,0,
W4STUDENT019,W4STUDENT BRR Weight for Replicate 19,F2 student level BRR weights,0,0,0,1,F2,W4,0,
W4STUDENT020,W4STUDENT BRR Weight for Replicate 20,F2 student level BRR weights,0,0,0,1,F2,W4,0,
W4STUDENT021,W4STUDENT BRR Weight for Replicate 21,F2 student level BRR weights,0,0,0,1,F2,W4,0,
W4STUDENT022,W4STUDENT BRR Weight for Replicate 22,F2 student level BRR weights,0,0,0,1,F2,W4,0,
W4STUDENT023,W4STUDENT BRR Weight for Replicate 23,F2 student level BRR weights,0,0,0,1,F2,W4,0,
W4STUDENT024,W4STUDENT BRR Weight for Replicate 24,F2 student level BRR weights,0,0,0,1,F2,W4,0,
W4STUDENT025,W4STUDENT BRR Weight for Replicate 25,F2 student level BRR weights,0,0,0,1,F2,W4,0,
W4STUDENT026,W4STUDENT BRR Weight for Replicate 26,F2 student level BRR weights,0,0,0,1,F2,W4,0,
W4STUDENT027,W4STUDENT BRR Weight for Replicate 27,F2 student level BRR weights,0,0,0,1,F2,W4,0,
W4STUDENT028,W4STUDENT BRR Weight for Replicate 28,F2 student level BRR weights,0,0,0,1,F2,W4,0,
W4STUDENT029,W4STUDENT BRR Weight for Replicate 29,F2 student level BRR weights,0,0,0,1,F2,W4,0,
W4STUDENT030,W4STUDENT BRR Weight for Replicate 30,F2 student level BRR weights,0,0,0,1,F2,W4,0,
W4STUDENT031,W4STUDENT BRR Weight for Replicate 31,F2 student level BRR weights,0,0,0,1,F2,W4,0,
W4STUDENT032,W4STUDENT BRR Weight for Replicate 32,F2 student level BRR weights,0,0,0,1,F2,W4,0,
W4STUDENT033,W4STUDENT BRR Weight for Replicate 33,F2 student level BRR weights,0,0,0,1,F2,W4,0,
